"V1" "V2" "V3"
"1" -831.46484375 1255.15283203125 863.42236328125
"2" -611.533508300781 681.181518554688 55.569953918457
"3" -799.900573730469 664.461608886719 964.224792480469
"4" -632.096069335938 737.086791992188 64.7472534179688
"5" -690.577758789062 2279.09887695312 961.787963867188
"6" -357.398101806641 1414.24389648438 -722.263061523438
"7" -808.374389648438 1380.48120117188 1419.8310546875
"8" -902.420166015625 1343.08349609375 -64.4386825561523
"9" -894.604797363281 217.576889038086 1297.09375
"10" -358.596282958984 67.3373107910156 -258.167694091797
"11" -311.492218017578 1355.060546875 -5.52147388458252
"12" -1077.36352539062 602.203918457031 1931.86853027344
"13" -985.492309570312 437.296997070312 1464.05908203125
"14" -680.426452636719 482.522521972656 -68.5928421020508
"15" -972.374694824219 1051.89404296875 1937.50854492188
"16" -437.258850097656 97.5940399169922 632.242309570312
"17" -377.618591308594 1742.71752929688 -49.8017082214355
"18" -780.314636230469 1083.77014160156 923.444274902344
"19" -1034.42053222656 926.486083984375 2056.5849609375
"20" -509.925598144531 1597.94860839844 965.525756835938
"21" -182.87646484375 547.244018554688 -819.601867675781
"22" -896.9794921875 413.385986328125 946.351684570312
"23" -1044.28063964844 450.243072509766 1066.84704589844
"24" -56.8508110046387 764.146789550781 -601.757751464844
"25" -678.255249023438 413.385986328125 835.386840820312
"26" 85.5279693603516 528.7041015625 -884.754943847656
"27" -586.134521484375 2410.21118164062 -54.4606285095215
"28" -44.2437477111816 1039.16137695312 50.1975479125977
"29" -403.448089599609 1374.27648925781 -80.8701934814453
"30" -1261.06994628906 646.050659179688 1995.34289550781
"31" -597.539428710938 24.3460388183594 448.268768310547
"32" 92.4537963867188 910.852783203125 -633.513793945312
"33" -571.524841308594 421.260009765625 518.463684082031
"34" -448.758850097656 112.125579833984 690.074645996094
"35" 50.50830078125 1072.42980957031 -979.517822265625
"36" -604.127563476562 1538.70275878906 976.217224121094
"37" -106.213966369629 413.385986328125 -740.800659179688
"38" -570.973815917969 413.385955810547 -72.0735092163086
"39" -229.701019287109 1387.69458007812 13.6202774047852
"40" -477.899536132812 309.010986328125 417.977294921875
"41" -148.281356811523 1870.81860351562 -730.159301757812
"42" -50.8298683166504 69.4145660400391 -1094.65625
"43" 196.096725463867 564.789855957031 73.6095123291016
"44" 98.3901062011719 729.131225585938 -1035.60620117188
"45" 105.284294128418 417.872802734375 -860.216979980469
"46" 140.627914428711 405.544372558594 -1130.61596679688
"47" -304.256500244141 910.479553222656 1002.39465332031
"48" -608.013122558594 2336.13940429688 -45.5898094177246
"49" -410.859069824219 413.385986328125 368.588073730469
"50" -845.165954589844 1228.7724609375 1527.20239257812
"51" -902.28662109375 876.106323242188 36.7412452697754
"52" -543.171875 885.436096191406 -106.34538269043
"53" -1041.69934082031 481.171325683594 1061.92150878906
"54" -715.165649414062 1024.86938476562 878.672302246094
"55" -637.661926269531 12.9453315734863 500.308288574219
"56" -721.435791015625 113.016487121582 72.1519393920898
"57" -388.102355957031 1441.08032226562 -731.796020507812
"58" -335.450927734375 309.010986328125 -173.657623291016
"59" -12.992992401123 309.010986328125 -785.619018554688
"60" -148.757308959961 1432.51049804688 -707.945922851562
"61" -596.592346191406 222.299957275391 1010.66168212891
"62" -526.747985839844 27.5105838775635 198.855651855469
"63" -190.246337890625 1893.50085449219 -21.2362689971924
"64" -809.937866210938 1065.83178710938 -36.2120628356934
"65" -361.250335693359 309.010986328125 -97.526123046875
"66" -364.923187255859 413.385986328125 -391.264312744141
"67" -417.567413330078 498.031036376953 -4.33428382873535
"68" -765.94140625 615.622802734375 817.747863769531
"69" 67.0670700073242 619.919921875 -605.367004394531
"70" -1031.01831054688 1469.02368164062 951.3984375
"71" -385.110870361328 840.734375 -152.306213378906
"72" -1103.1982421875 1465.75219726562 945.314819335938
"73" -300.801879882812 2244.01025390625 -31.9358177185059
"74" -393.708801269531 134.363006591797 597.885070800781
"75" -162.667098999023 1355.0712890625 -768.450134277344
"76" -166.111404418945 413.385986328125 -713.319763183594
"77" -962.985107421875 974.363952636719 915.860290527344
"78" -587.448486328125 197.511688232422 -385.835021972656
"79" -299.923950195312 1987.96826171875 -730.828857421875
"80" -428.235046386719 888.610900878906 996.400268554688
"81" -134.924118041992 1466.25708007812 -752.8310546875
"82" -876.653015136719 1183.63232421875 1605.630859375
"83" -212.161148071289 1941.40747070312 -9.05089855194092
"84" -395.140869140625 309.010986328125 93.3062515258789
"85" -242.477966308594 489.705932617188 -1103.10302734375
"86" 43.0886917114258 343.901916503906 -590.358032226562
"87" 132.238906860352 413.385986328125 -1050.33227539062
"88" -817.538208007812 482.282989501953 310.487396240234
"89" -977.994689941406 463.194274902344 732.690002441406
"90" -548.016174316406 500.246429443359 967.373962402344
"91" -912.996459960938 1339.22900390625 966.00732421875
"92" -721.499267578125 121.011878967285 785.18115234375
"93" -635.008728027344 974.721923828125 946.578735351562
"94" -375.258148193359 413.385955810547 -846.859497070312
"95" -349.022277832031 614.573547363281 57.2301940917969
"96" -789.773803710938 1489.28540039062 969.869140625
"97" -963.247680664062 757.443908691406 1607.35998535156
"98" -186.504318237305 309.010986328125 -48.2275238037109
"99" -272.203735351562 434.809234619141 302.068725585938
"100" -961.533935546875 896.232055664062 1781.06567382812
"101" -544.107543945312 309.010986328125 356.624389648438
"102" -848.976318359375 1010.05554199219 1536.4072265625
"103" -275.225494384766 492.126037597656 83.6546630859375
"104" -1050.38122558594 427.308227539062 1056.85791015625
"105" -771.513549804688 1458.05090332031 -20.8311824798584
"106" -253.339324951172 1190.23742675781 -129.825210571289
"107" -751.899658203125 437.554321289062 73.3001174926758
"108" -859.994323730469 793.888732910156 1564.2822265625
"109" -418.38037109375 689.328063964844 1003.64294433594
"110" -535.082397460938 2337.99267578125 -39.058666229248
"111" -730.933654785156 99.9035339355469 810.826538085938
"112" -686.249145507812 54.4518775939941 210.884613037109
"113" -862.342102050781 872.859008789062 1570.10986328125
"114" -118.950065612793 413.385986328125 -460.558715820312
"115" -423.555297851562 1358.28466796875 1011.27734375
"116" -203.185470581055 309.010986328125 71.7317428588867
"117" -68.4702301025391 121.003356933594 -735.550170898438
"118" -595.56201171875 915.98095703125 973.343688964844
"119" -592.27099609375 1533.66943359375 978.639587402344
